,tome,chapitre,section,id,count,gender,number,mentions,agent,patient,mod,poss,action,affect_emotion,body_parts,capability_obligation,cognition,communication,environment,existence_state,human_relations,motion,not_a_valid_character_attribute,perception,personality_traits,physical_objects,physical_traits,possession,sociological
1201,TOME_I,CHAPITRE_II,XIV,7,"{'occurrence': 7, 'mention_ratio': 0.0217}","{'ratio': 0.5714, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.8571000000000001, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'ivan loukitch', 'c': 1}], 'common': [{'n': 'le capitaine', 'c': 2}, {'n': 'son capitaine', 'c': 1}], 'pronoun': [{'n': 'lui', 'c': 2}, {'n': 'votre', 'c': 1}]}",[],[],[],"[{'w': 'souvara', 'i': 2064}]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1202,TOME_I,CHAPITRE_II,XIV,8,"{'occurrence': 5, 'mention_ratio': 0.0155}","{'ratio': 0.2, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.8, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'bagration', 'c': 1}], 'common': [{'n': 'bagration', 'c': 1}], 'pronoun': [{'n': 'il', 'c': 1}, {'n': 'sa', 'c': 1}, {'n': 'je', 'c': 1}]}","[{'w': 'recevoir', 'i': 77}, {'w': 'annoncer', 'i': 96}, {'w': 'croire', 'i': 150}]",[],[],"[{'w': 'personne', 'i': 123}]",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1203,TOME_I,CHAPITRE_II,XIV,9,"{'occurrence': 5, 'mention_ratio': 0.0155}","{'ratio': 0.2, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.4, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [], 'common': [{'n': 'un jeune officier', 'c': 1}, {'n': ""l' aide de camp"", 'c': 1}], 'pronoun': [{'n': 'qui', 'c': 2}, {'n': 'dont', 'c': 1}]}","[{'w': 'venir', 'i': 1554}, {'w': 'regarder', 'i': 1570}, {'w': 'passer', 'i': 1578}]",[],"[{'w': 'jeune', 'i': 1551}]",[],0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1204,TOME_I,CHAPITRE_II,XIV,10,"{'occurrence': 4, 'mention_ratio': 0.012400000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [], 'pronoun': [{'n': 'leurs', 'c': 3}, {'n': 'les autres', 'c': 1}]}",[],[],"[{'w': 'nu', 'i': 1157}]","[{'w': 'chemise', 'i': 1161}, {'w': 'botte', 'i': 1165}, {'w': 'capote', 'i': 1168}]",0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
1205,TOME_I,CHAPITRE_II,XIV,11,"{'occurrence': 4, 'mention_ratio': 0.012400000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'siderow', 'c': 1}], 'common': [], 'pronoun': [{'n': 'tu', 'c': 1}, {'n': 'toi', 'c': 1}, {'n': '-moi', 'c': 1}]}","[{'w': 'dire', 'i': 1792}]",[],[],[],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1206,TOME_I,CHAPITRE_II,XIV,12,"{'occurrence': 4, 'mention_ratio': 0.012400000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'dologhow', 'c': 1}], 'common': [], 'pronoun': [{'n': 'son', 'c': 3}]}","[{'w': 'jurer', 'i': 2114}]",[],[],"[{'w': 'fusil', 'i': 2126}, {'w': 'épaule', 'i': 2129}, {'w': 'capitaine', 'i': 2137}]",0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1207,TOME_I,CHAPITRE_II,XIV,13,"{'occurrence': 3, 'mention_ratio': 0.009300000000000001}","{'ratio': 1.0, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [], 'common': [{'n': ""l' ennemi"", 'c': 3}], 'pronoun': []}",[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,TOME_I,CHAPITRE_II,XIV,14,"{'occurrence': 3, 'mention_ratio': 0.009300000000000001}","{'ratio': 0.33330000000000004, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'le prince andré', 'c': 1}], 'common': [], 'pronoun': [{'n': ""j'"", 'c': 1}, {'n': 'je', 'c': 1}]}","[{'w': 'répondre', 'i': 424}, {'w': 'prendre', 'i': 431}, {'w': 'avoir', 'i': 445}]",[],[],"[{'w': 'temps', 'i': 447}]",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1209,TOME_I,CHAPITRE_II,XIV,15,"{'occurrence': 3, 'mention_ratio': 0.009300000000000001}","{'ratio': 1.0, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'andré', 'c': 1}], 'common': [], 'pronoun': [{'n': 'il', 'c': 2}]}","[{'w': 'sentir', 'i': 1028}, {'w': 'constater', 'i': 1052}]",[],[],[],0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1210,TOME_I,CHAPITRE_II,XIV,16,"{'occurrence': 3, 'mention_ratio': 0.009300000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 0.6667000000000001, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [{'n': 'des grenadiers de kiew', 'c': 1}], 'common': [{'n': 'les grenadiers', 'c': 1}], 'pronoun': [{'n': 'leurs', 'c': 1}]}",[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,TOME_I,CHAPITRE_II,XIV,17,"{'occurrence': 3, 'mention_ratio': 0.009300000000000001}","{'ratio': 0.6667000000000001, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [], 'common': [{'n': 'un peloton de grenadiers', 'c': 1}, {'n': ""l' empereur"", 'c': 1}], 'pronoun': [{'n': 'lequel', 'c': 1}]}","[{'w': 'aller', 'i': 2057}]",[],[],[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1212,TOME_I,CHAPITRE_II,XIV,18,"{'occurrence': 3, 'mention_ratio': 0.009300000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'les russes', 'c': 2}, {'n': 'ces derniers', 'c': 1}], 'pronoun': []}","[{'w': 'rendre', 'i': 1928}, {'w': 'battre', 'i': 1946}, {'w': 'rendre', 'i': 1954}]",[],[],[],1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1213,TOME_I,CHAPITRE_II,XIV,19,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'des troupes', 'c': 2}], 'pronoun': []}",[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,TOME_I,CHAPITRE_II,XIV,20,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [], 'pronoun': [{'n': 'nous', 'c': 2}]}","[{'w': 'parvenir', 'i': 345}]",[],[],[],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1215,TOME_I,CHAPITRE_II,XIV,21,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 0.5, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'le sergent - major et le capitaine', 'c': 1}], 'pronoun': [{'n': 'qui', 'c': 1}]}","[{'w': 'compter', 'i': 1088}]",[],[],[],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1216,TOME_I,CHAPITRE_II,XIV,22,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'quelques - uns', 'c': 1}], 'pronoun': [{'n': 'eux', 'c': 1}]}","[{'w': 'apporter', 'i': 1120}, {'w': 'rire', 'i': 1132}]",[],[],[],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1217,TOME_I,CHAPITRE_II,XIV,23,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 1.0, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'le prince andré', 'c': 1}], 'common': [], 'pronoun': [{'n': 'il', 'c': 1}]}","[{'w': 'apercevoir', 'i': 1417}]",[],[],[],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1218,TOME_I,CHAPITRE_II,XIV,24,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [], 'pronoun': [{'n': 'nôtre', 'c': 1}, {'n': 'nos', 'c': 1}]}",[],[],[],"[{'w': 'soldat', 'i': 1694}]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1219,TOME_I,CHAPITRE_II,XIV,25,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 0.5, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [], 'common': [{'n': 'un soldat', 'c': 1}], 'pronoun': [{'n': 'son', 'c': 1}]}",[],[],[],"[{'w': 'camarade', 'i': 1749}]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1220,TOME_I,CHAPITRE_II,XIV,26,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 0.5, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [], 'common': [{'n': 'son camarade', 'c': 1}], 'pronoun': [{'n': 'lui', 'c': 1}]}",[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,TOME_I,CHAPITRE_II,XIV,27,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 0.5, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'siderow', 'c': 1}], 'common': [], 'pronoun': [{'n': 'qui', 'c': 1}]}","[{'w': 'aller', 'i': 1812}, {'w': 'passer', 'i': 1819}]",[],[],[],0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1222,TOME_I,CHAPITRE_II,XIV,28,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 0.5, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.5, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [], 'common': [{'n': 'un français', 'c': 1}, {'n': 'français', 'c': 1}], 'pronoun': []}","[{'w': 'demander', 'i': 2027}]",[],[],[],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1223,TOME_I,CHAPITRE_II,XIV,29,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 0.5, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'dologhow', 'c': 1}], 'common': [], 'pronoun': [{'n': 'qui', 'c': 1}]}","[{'w': 'répliquer', 'i': 2072}]",[],[],[],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1224,TOME_I,CHAPITRE_II,XIV,30,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 1.0, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [], 'common': [{'n': ""l' empereur"", 'c': 1}, {'n': 'votre empereur', 'c': 1}], 'pronoun': []}",[],"[{'w': 'avoir', 'i': 2095}, {'w': 'emporter', 'i': 2106}]",[],[],0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1225,TOME_I,CHAPITRE_II,XIV,31,"{'occurrence': 2, 'mention_ratio': 0.006200000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'siderow', 'c': 1}], 'common': [], 'pronoun': [{'n': 'sa', 'c': 1}]}","[{'w': 'cligner', 'i': 2170}, {'w': 'adresser', 'i': 2176}]",[],[],"[{'w': 'voix', 'i': 2215}]",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1226,TOME_I,CHAPITRE_II,XV,0,"{'occurrence': 26, 'mention_ratio': 0.29550000000000004}","{'ratio': 0.0385, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.6538, 'inference': {'Singular': 0.12, 'Plural': 0.88}, 'max': 0.88, 'argmax': 'Plural'}","{'proper': [{'n': 'tonschine', 'c': 1}], 'common': [{'n': 'vous autres savants', 'c': 1}, {'n': 'vous autres artilleurs', 'c': 1}, {'n': 'le même capitaine', 'c': 1}], 'pronoun': [{'n': 'nous', 'c': 7}, {'n': 'nos', 'c': 3}, {'n': 'votre', 'c': 3}, {'n': 'notre', 'c': 2}, {'n': 'vous', 'c': 2}, {'n': 'qui', 'c': 2}, {'n': 'nôtre', 'c': 1}, {'n': 'leurs', 'c': 1}, {'n': '-nous', 'c': 1}]}","[{'w': 'concentrer', 'i': 650}, {'w': 'replier', 'i': 661}, {'w': 'traîner', 'i': 847}, {'w': 'philosopher', 'i': 975}]",[],"[{'w': 'autre', 'i': 818}, {'w': 'autre', 'i': 832}, {'w': 'sûr', 'i': 839}, {'w': 'même', 'i': 950}]","[{'w': 'troupe', 'i': 345}, {'w': 'infanterie', 'i': 369}, {'w': 'position', 'i': 408}, {'w': 'troupe', 'i': 449}, {'w': 'parole', 'i': 693}, {'w': 'fait', 'i': 842}, {'w': 'suite', 'i': 851}, {'w': 'absinthe', 'i': 938}]",1,0,0,0,2,2,0,0,0,1,10,0,0,0,0,0,0
1227,TOME_I,CHAPITRE_II,XV,1,"{'occurrence': 16, 'mention_ratio': 0.18180000000000002}","{'ratio': 0.625, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.9375, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'le prince andré', 'c': 1}], 'common': [{'n': 'mon ami', 'c': 2}], 'pronoun': [{'n': 'il', 'c': 5}, {'n': 'mon', 'c': 2}, {'n': 'qui', 'c': 1}, {'n': '-il', 'c': 1}, {'n': 'ses', 'c': 1}, {'n': 'le', 'c': 1}, {'n': 'lui', 'c': 1}, {'n': 'je', 'c': 1}]}","[{'w': 'saisir', 'i': 546}, {'w': 'penser', 'i': 561}, {'w': 'dire', 'i': 587}, {'w': 'continuer', 'i': 681}, {'w': 'dire', 'i': 736}, {'w': 'croire', 'i': 743}, {'w': 'dire', 'i': 747}]","[{'w': 'frapper', 'i': 710}]",[],"[{'w': 'réflexion', 'i': 678}, {'w': 'ami', 'i': 734}, {'w': 'ami', 'i': 777}]",0,0,0,0,4,4,0,0,2,0,0,1,0,0,0,0,0
1228,TOME_I,CHAPITRE_II,XV,2,"{'occurrence': 7, 'mention_ratio': 0.0795}","{'ratio': 0.42860000000000004, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.7143, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [], 'common': [{'n': ""l' officier"", 'c': 3}], 'pronoun': [{'n': 'qui', 'c': 2}, {'n': 'son', 'c': 1}, {'n': 'sa', 'c': 1}]}","[{'w': 'boutonner', 'i': 1092}, {'w': 'courir', 'i': 1101}]",[],[],"[{'w': 'dire', 'i': 24}, {'w': 'uniforme', 'i': 1094}, {'w': 'compagnie', 'i': 1107}]",0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0
1229,TOME_I,CHAPITRE_II,XV,3,"{'occurrence': 5, 'mention_ratio': 0.0568}","{'ratio': 1.0, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [], 'common': [{'n': ""l' ennemi"", 'c': 4}], 'pronoun': [{'n': 'il', 'c': 1}]}","[{'w': 'pouvoir', 'i': 392}, {'w': 'diriger', 'i': 578}]","[{'w': 'dominer', 'i': 278}]",[],"[{'w': 'ligne', 'i': 375}]",1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
1230,TOME_I,CHAPITRE_II,XV,4,"{'occurrence': 4, 'mention_ratio': 0.0455}","{'ratio': 0.75, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'le prince andré', 'c': 1}], 'common': [], 'pronoun': [{'n': 'le', 'c': 1}, {'n': 'il', 'c': 1}, {'n': 'lui', 'c': 1}]}","[{'w': 'descendre', 'i': 40}]",[],[],[],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1231,TOME_I,CHAPITRE_II,XV,5,"{'occurrence': 3, 'mention_ratio': 0.0341}","{'ratio': 0.33330000000000004, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [], 'common': [{'n': ""l' artilleur de garde"", 'c': 1}], 'pronoun': [{'n': 'il', 'c': 1}, {'n': 'sa', 'c': 1}]}","[{'w': 'vouloir', 'i': 62}, {'w': 'reprendre', 'i': 77}]",[],[],"[{'w': 'marche', 'i': 79}]",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1232,TOME_I,CHAPITRE_II,XV,6,"{'occurrence': 3, 'mention_ratio': 0.0341}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 0.6667000000000001, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'plusieurs officiers', 'c': 1}, {'n': 'des officiers', 'c': 1}], 'pronoun': [{'n': 'qui', 'c': 1}]}","[{'w': 'être', 'i': 700}]",[],[],"[{'w': 'voix', 'i': 696}]",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1233,TOME_I,CHAPITRE_II,XV,7,"{'occurrence': 3, 'mention_ratio': 0.0341}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 0.6667000000000001, 'inference': {'Singular': 0.5, 'Plural': 0.5}, 'max': 0.5, 'argmax': 'Null'}","{'proper': [], 'common': [{'n': 'les troupes françaises', 'c': 1}, {'n': ""l' infanterie"", 'c': 1}], 'pronoun': [{'n': 'dont', 'c': 1}]}",[],"[{'w': 'distinguer', 'i': 192}, {'w': 'passer', 'i': 486}]","[{'w': 'différent', 'i': 197}, {'w': 'français', 'i': 210}]",[],0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
1234,TOME_I,CHAPITRE_II,XV,8,"{'occurrence': 3, 'mention_ratio': 0.0341}","{'ratio': 0.6667000000000001, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'le prince andré', 'c': 1}], 'common': [], 'pronoun': [{'n': 'son', 'c': 1}, {'n': 'il', 'c': 1}]}","[{'w': 'compter', 'i': 458}]","[{'w': 'longer', 'i': 403}]",[],"[{'w': 'calepin', 'i': 443}]",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1235,TOME_I,CHAPITRE_II,XV,9,"{'occurrence': 3, 'mention_ratio': 0.0341}","{'ratio': 0.33330000000000004, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'bagration', 'c': 1}], 'common': [{'n': 'au général en chef', 'c': 1}], 'pronoun': [{'n': 'lui', 'c': 1}]}",[],[],[],"[{'w': 'attention', 'i': 462}]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1236,TOME_I,CHAPITRE_II,XV,10,"{'occurrence': 3, 'mention_ratio': 0.0341}","{'ratio': 0.33330000000000004, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'tonschine', 'c': 1}], 'common': [], 'pronoun': [{'n': 'il', 'c': 1}, {'n': 'sa', 'c': 1}]}","[{'w': 'achever', 'i': 999}, {'w': 'enfoncer', 'i': 1027}]",[],[],"[{'w': 'phrase', 'i': 1002}]",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1237,TOME_I,CHAPITRE_II,XV,11,"{'occurrence': 3, 'mention_ratio': 0.0341}","{'ratio': 0.33330000000000004, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'tonschine', 'c': 1}], 'common': [], 'pronoun': [{'n': 'sa', 'c': 1}, {'n': 'il', 'c': 1}]}","[{'w': 'élancer', 'i': 1057}]",[],[],[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,TOME_I,CHAPITRE_II,XVI,0,"{'occurrence': 24, 'mention_ratio': 0.10300000000000001}","{'ratio': 0.45830000000000004, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.75, 'inference': {'Singular': 0.9400000000000001, 'Plural': 0.06}, 'max': 0.9400000000000001, 'argmax': 'Singular'}","{'proper': [{'n': 'le prince bagration', 'c': 1}, {'n': ""gerkow et l' officier de service"", 'c': 1}, {'n': 'zakartchenko', 'c': 1}], 'common': [{'n': 'le prince', 'c': 1}, {'n': ""un officier d' état - major"", 'c': 1}, {'n': 'son aide de camp', 'c': 1}, {'n': 'prince', 'c': 1}, {'n': ""l' officier de l' état - major"", 'c': 1}, {'n': 'mon monsieur prince', 'c': 1}, {'n': 'du prince', 'c': 1}, {'n': 'son sergent - major', 'c': 1}, {'n': 'le chef du régiment', 'c': 1}, {'n': 'au général commandant', 'c': 1}, {'n': ""l' ennemi"", 'c': 1}], 'pronoun': [{'n': 'qui', 'c': 2}, {'n': 'son', 'c': 2}, {'n': 'celui - ci', 'c': 1}, {'n': 'il', 'c': 1}, {'n': 'lui', 'c': 1}, {'n': 'du', 'c': 1}, {'n': 'celui -là même', 'c': 1}, {'n': 'que', 'c': 1}]}","[{'w': 'voir', 'i': 430}, {'w': 'battre', 'i': 1614}]","[{'w': 'rejoindre', 'i': 126}, {'w': 'voir', 'i': 1793}]","[{'w': 'spécial', 'i': 599}]","[{'w': 'aide', 'i': 596}, {'w': 'titre', 'i': 794}, {'w': 'régiment', 'i': 1798}]",0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,1
